compound,ra,rb,fe,bg,a,b,c,shape
AuCsO3,0.93,1.67,0.842,0.0,4.367,4.367,4.367,cubic
IrPaO3,0.63,0.91,-1.152,0.0,4.345,4.345,4.345,cubic
NpZnO3,0.98,0.74,-2.285,0.0,3.871,3.871,3.871,cubic
PmSiO3,1.14,0.4,-2.682,0.0,3.744,3.744,3.744,cubic
IrThO3,0.63,0.94,-1.109,0.0,4.522,4.522,4.522,cubic
HgBO3,1.14,0.27,-0.352,0.0,3.517,3.517,3.517,cubic
CsSrO3,1.88,1.18,-1.055,0.0,4.722,4.722,4.722,cubic
NpBiO3,0.98,0.9,-1.753,0.0,4.405,4.405,4.405,cubic
PtMgO3,0.67,0.72,-0.384,0.0,3.785,3.785,3.785,cubic
ReZrO3,0.57,0.72,-1.227,0.0,4.13,4.13,4.13,cubic
InNaO3,0.92,1.02,-0.019,0.0,3.962,3.962,3.962,cubic
SbTbO3,0.68,0.84,-1.607,0.0,4.326,4.326,4.326,cubic
CaLiO3,1.34,0.76,-1.377,0.0,3.675,3.675,3.675,cubic
GdCaO3,1.11,1.0,-2.207,0.0,4.117,4.117,4.117,cubic
BGaO3,0.27,0.62,0.21,0.0,3.781,3.781,3.781,cubic
CdNpO3,1.31,0.86,-2.139,0.0,4.316,4.316,4.316,cubic
WSiO3,0.66,0.4,-0.9,0.0,3.618,3.618,3.618,cubic
BLiO3,0.27,0.76,0.961,0.0,3.442,3.442,3.442,cubic
IrCdO3,0.63,0.95,0.781,0.0,4.085,4.085,4.085,cubic
CaTbO3,1.34,0.76,-2.541,0.0,4.307,4.307,4.307,cubic
YOsO3,1.08,0.57,-1.692,0.0,3.937,3.937,3.937,cubic
SnLaO3,0.81,1.03,-1.78,0.0,4.491,4.491,4.491,cubic
SiDyO3,0.4,0.99,-1.358,0.0,4.269,4.269,4.269,cubic
LiPmO3,0.92,0.97,-1.748,0.0,4.474,4.474,4.474,cubic
HgInO3,1.14,0.8,-0.532,0.0,4.14,4.14,4.14,cubic
LaAuO3,1.36,0.93,-1.614,0.0,4.14,4.14,4.14,cubic
ReBO3,0.58,0.27,-0.225,0.0,3.39,3.39,3.39,cubic
SiSnO3,0.4,0.69,-1.023,1.755,4.01,4.01,4.01,cubic
AlNbO3,0.54,0.72,-1.999,0.0,4.021,4.021,4.021,cubic
TeNpO3,0.77,0.86,-1.681,0.0,4.383,4.383,4.383,cubic
BaRuO3,1.61,0.62,-1.953,0.0,4.036,4.036,4.036,cubic
AgHoO3,1.28,0.9,-1.362,0.0,4.308,4.308,4.308,cubic
RhPaO3,0.61,0.91,-1.623,0.0,4.347,4.347,4.347,cubic
MoPrO3,0.69,0.99,-0.812,0.0,4.471,4.471,4.471,cubic
NbZrO3,0.79,0.72,-1.931,0.0,4.112,4.112,4.112,cubic
BTbO3,0.27,0.76,-0.313,0.0,4.343,4.343,4.343,cubic
OsAlO3,0.57,0.54,-0.947,0.0,3.665,3.665,3.665,cubic
ThRhO3,1.21,0.61,-2.052,0.0,3.988,3.988,3.988,cubic
BiWO3,1.38,0.66,-1.414,0.0,4.019,4.019,4.019,cubic
MgGdO3,0.89,0.94,-1.968,0.0,4.307,4.307,4.307,cubic
OsTlO3,0.57,1.2,0.88,0.0,4.201,4.201,4.201,cubic
CuCrO3,0.77,0.49,-1.078,0.0,3.705,3.705,3.705,cubic
NdOsO3,1.27,0.57,-1.83,0.0,3.967,3.967,3.967,cubic
CrTmO3,0.57,0.96,-1.871,0.0,4.246,4.246,4.246,cubic
BPtO3,0.27,0.67,0.667,0.0,3.892,3.892,3.892,cubic
TmPuO3,1.05,0.83,-2.55,0.0,4.36,4.36,4.36,cubic
ScDyO3,0.87,0.99,-2.451,0.464,4.252,4.252,4.252,cubic
ErCdO3,1.06,0.95,-1.542,0.0,4.08,4.08,4.08,cubic
ScNbO3,0.87,0.64,-2.405,0.0,3.995,3.995,3.995,cubic
PtUO3,0.67,0.85,-1.75,0.0,4.292,4.292,4.292,cubic
CrGeO3,0.8,0.53,-1.485,0.0,3.707,3.707,3.707,cubic
TcSmO3,0.6,0.96,-0.969,0.0,4.38,4.38,4.38,cubic
SbTeO3,0.68,0.77,-0.633,0.0,4.217,4.217,4.217,cubic
ReRuO3,0.57,0.62,0.17,0.0,3.903,3.903,3.903,cubic
SbTmO3,0.68,0.96,-1.915,0.0,4.229,4.229,4.229,cubic
BaNaO3,1.61,1.02,-1.066,0.0,4.228,4.228,4.228,cubic
ThSbO3,1.21,0.68,-1.71,0.0,4.271,4.271,4.271,cubic
PaZrO3,0.95,0.72,-2.358,0.0,4.147,4.147,4.147,cubic
AsLuO3,0.58,0.86,-1.487,0.0,4.173,4.173,4.173,cubic
InYbO3,0.92,0.95,-1.168,0.0,4.126,4.126,4.126,cubic
PuTeO3,0.96,0.77,-1.645,0.0,4.26,4.26,4.26,cubic
LiAuO3,0.92,0.93,-0.203,0.0,4.02,4.02,4.02,cubic
LiGaO3,0.92,0.62,-1.169,0.0,3.81,3.81,3.81,cubic
AsSmO3,0.58,0.96,-1.116,0.0,4.394,4.394,4.394,cubic
TmZrO3,1.09,0.72,-2.882,0.0,4.119,4.119,4.119,cubic
AcNdO3,1.12,0.98,-3.029,1.828,4.503,4.503,4.503,cubic
CeSrO3,1.14,1.18,-1.99,0.0,4.404,4.404,4.404,cubic
CoTmO3,0.61,0.88,-1.431,0.0,4.196,4.196,4.196,cubic
SiLuO3,0.4,0.86,-1.524,0.0,4.179,4.179,4.179,cubic
CeTbO3,1.34,0.92,-2.978,1.754,4.324,4.324,4.324,cubic
ThPmO3,1.21,0.97,-2.619,0.0,4.419,4.419,4.419,cubic
OsTiO3,0.57,0.71,-1.035,0.0,3.855,3.855,3.855,cubic
YThO3,1.08,0.94,-2.801,0.0,4.554,4.554,4.554,cubic
TmPtO3,1.05,0.67,-1.473,0.0,4.0,4.0,4.0,cubic
CsAsO3,1.88,0.52,-0.974,0.0,4.036,4.036,4.036,cubic
ReRhO3,0.58,0.67,0.351,0.0,3.907,3.907,3.907,cubic
CoAlO3,0.61,0.54,-1.661,0.0,3.633,3.633,3.633,cubic
ErTbO3,1.06,0.92,-2.658,0.985,4.282,4.282,4.282,cubic
AlMoO3,0.54,0.69,-1.574,0.0,3.935,3.935,3.935,cubic
TlKO3,1.7,1.38,0.519,0.0,4.429,4.429,4.429,cubic
OsRuO3,0.57,0.62,0.292,0.0,3.883,3.883,3.883,cubic
WNiO3,0.66,0.69,-0.224,0.0,3.673,3.673,3.673,cubic
DySnO3,1.19,0.69,-2.01,0.0,4.103,4.103,4.103,cubic
PmTeO3,1.14,0.77,-1.571,0.0,4.25,4.25,4.25,cubic
LuTmO3,1.03,0.88,-2.919,1.025,4.177,4.177,4.177,cubic
TcTiO3,0.6,0.71,-1.681,0.562,3.868,3.868,3.868,cubic
TcNiO3,0.6,0.59,-0.255,0.0,3.691,3.691,3.691,cubic
SiCeO3,0.4,0.94,-1.026,0.0,4.492,4.492,4.492,cubic
AsWO3,0.58,0.66,-1.18,0.0,3.935,3.935,3.935,cubic
CrBO3,0.62,0.27,-1.27,0.0,3.335,3.335,3.335,cubic
ErHgO3,1.06,1.11,-1.117,0.0,4.177,4.177,4.177,cubic
TmRhO3,1.09,0.6,-1.78,0.0,3.9,3.9,3.9,cubic
GeAsO3,0.63,0.52,-0.938,0.0,3.869,3.869,3.869,cubic
PaTbO3,0.95,0.84,-2.194,0.0,4.302,4.302,4.302,cubic
HfAlO3,0.83,0.54,-2.658,0.0,3.627,3.627,3.627,cubic
ThGaO3,1.21,0.62,-2.577,0.0,3.909,3.909,3.909,cubic
CoAuO3,0.9,0.93,0.229,0.0,3.996,3.996,3.996,cubic
ZrMgO3,0.89,0.72,-2.36,0.718,3.705,3.705,3.705,cubic
Er2O3,1.06,0.89,-2.947,1.559,4.21,4.21,4.21,cubic
CuBO3,0.54,0.27,-0.524,0.0,3.319,3.319,3.319,cubic
SnErO3,0.81,0.89,-2.012,0.0,4.283,4.283,4.283,cubic
USmO3,1.03,0.96,-2.56,0.0,4.401,4.401,4.401,cubic
CoZrO3,0.9,0.72,-1.951,0.0,4.099,4.099,4.099,cubic
CuAuO3,0.68,0.93,0.382,0.0,4.004,4.004,4.004,cubic
TaTbO3,0.74,0.76,-1.108,0.0,4.263,4.263,4.263,cubic
TaHoO3,0.74,0.9,-1.348,0.0,4.21,4.21,4.21,cubic
SnAgO3,0.81,0.75,-0.343,0.0,4.045,4.045,4.045,cubic
SbYO3,0.68,0.9,-1.759,0.0,4.3,4.3,4.3,cubic
TcNbO3,0.6,0.68,-1.396,0.0,4.01,4.01,4.01,cubic
CdYbO3,1.31,0.95,-1.058,0.0,4.126,4.126,4.126,cubic
IrAlO3,0.68,0.54,-1.035,0.0,3.635,3.635,3.635,cubic
OsTcO3,0.57,0.6,-0.023,0.0,3.89,3.89,3.89,cubic
PtLaO3,0.67,1.03,-0.641,0.0,4.473,4.473,4.473,cubic
GePtO3,0.63,0.67,-0.365,0.0,3.962,3.962,3.962,cubic
TiCoO3,0.86,0.53,-1.343,0.0,3.597,3.597,3.597,cubic
AuReO3,0.93,0.57,-0.894,0.0,3.902,3.902,3.902,cubic
NpLaO3,0.98,1.03,-2.684,0.391,4.537,4.537,4.537,cubic
TmReO3,1.09,0.63,-1.823,0.0,3.935,3.935,3.935,cubic
LiCaO3,0.92,1.0,-0.89,0.0,4.306,4.306,4.306,cubic
SiGdO3,0.4,0.94,-1.291,0.0,4.306,4.306,4.306,cubic
ThMnO3,1.21,0.83,-2.74,0.0,3.95,3.95,3.95,cubic
LiCsO3,0.92,1.67,0.015,0.0,4.352,4.352,4.352,cubic
PaTeO3,0.95,0.77,-0.832,0.0,4.255,4.255,4.255,cubic
NaWO3,1.39,0.62,-2.38,0.0,3.893,3.893,3.893,cubic
TlTcO3,1.7,0.6,-1.345,0.0,3.964,3.964,3.964,cubic
ThSnO3,1.21,0.69,-1.912,0.0,4.193,4.193,4.193,cubic
IrRhO3,0.68,0.67,0.397,0.0,3.884,3.884,3.884,cubic
TmSnO3,1.09,0.69,-1.928,0.0,4.091,4.091,4.091,cubic
CeSbO3,1.34,0.76,-1.978,0.0,4.261,4.261,4.261,cubic
SiTeO3,0.4,0.97,-0.499,0.0,4.144,4.144,4.144,cubic
GeReO3,0.73,0.63,-1.095,0.0,3.919,3.919,3.919,cubic
AuCrO3,0.93,0.58,-0.846,0.0,3.811,3.811,3.811,cubic
PrGdO3,1.18,0.94,-3.016,1.533,4.342,4.342,4.342,cubic
TaPaO3,0.74,0.91,-1.248,0.0,4.371,4.371,4.371,cubic
LaYO3,1.36,0.9,-3.229,1.912,4.3,4.3,4.3,cubic
OsPdO3,0.57,0.75,0.675,0.0,3.931,3.931,3.931,cubic
LiCuO3,0.92,0.68,-0.506,0.0,3.687,3.687,3.687,cubic
ThCeO3,1.21,1.01,-2.346,0.0,4.54,4.54,4.54,cubic
MnBO3,0.65,0.27,-1.274,0.0,3.362,3.362,3.362,cubic
RhAuO3,0.61,0.93,0.588,0.0,4.03,4.03,4.03,cubic
CdYO3,1.31,0.9,-1.697,0.0,4.307,4.307,4.307,cubic
SrBaO3,1.44,1.35,-1.631,0.0,4.62,4.62,4.62,cubic
ZrCuO3,0.89,0.54,-1.531,0.0,3.698,3.698,3.698,cubic
CdTbO3,1.31,0.76,-1.569,0.0,4.307,4.307,4.307,cubic
FePdO3,0.92,0.62,-0.172,0.0,3.887,3.887,3.887,cubic
PaAcO3,0.95,1.12,-1.64,0.0,4.678,4.678,4.678,cubic
RuPrO3,0.68,0.85,-0.655,0.0,4.471,4.471,4.471,cubic
CaCsO3,1.34,1.67,-0.634,0.0,4.483,4.483,4.483,cubic
GdGeO3,1.11,0.53,-2.259,0.0,3.881,3.881,3.881,cubic
SnBiO3,0.81,1.03,-1.046,0.0,4.316,4.316,4.316,cubic
SiBiO3,0.4,0.9,-0.475,0.0,4.242,4.242,4.242,cubic
SnLuO3,0.81,0.86,-2.093,0.0,4.231,4.231,4.231,cubic
PrBO3,0.96,0.27,-2.4,2.243,3.567,3.567,3.567,cubic
GaBeO3,0.62,0.45,-1.127,0.0,3.425,3.425,3.425,cubic
AcAlO3,1.12,0.54,-3.532,4.307,3.858,3.858,3.858,cubic
MoSiO3,0.73,0.4,-1.363,0.0,3.606,3.606,3.606,cubic
ZrTcO3,0.89,0.6,-1.448,0.0,3.888,3.888,3.888,cubic
TcPdO3,0.6,0.75,0.128,0.0,3.931,3.931,3.931,cubic
PmTbO3,1.14,0.84,-2.871,1.566,4.302,4.302,4.302,cubic
AgYO3,1.28,0.9,-1.373,0.0,4.362,4.362,4.362,cubic
HgNaO3,1.14,1.02,0.467,0.0,4.049,4.049,4.049,cubic
MnSbO3,0.96,0.6,-1.301,0.0,4.063,4.063,4.063,cubic
FeCrO3,0.92,0.55,-1.145,0.0,3.942,3.942,3.942,cubic
SnNiO3,0.81,0.48,-0.885,0.0,3.745,3.745,3.745,cubic
TlAcO3,1.7,1.12,-1.676,0.0,4.578,4.578,4.578,cubic
MnLuO3,0.96,0.86,-2.027,0.0,4.169,4.169,4.169,cubic
PbSmO3,1.49,0.96,-1.919,0.0,4.429,4.429,4.429,cubic
InLaO3,0.92,1.03,-1.644,0.0,4.484,4.484,4.484,cubic
ZrNiO3,0.89,0.6,-1.735,0.0,3.684,3.684,3.684,cubic
AuHgO3,0.93,1.11,0.656,0.0,4.151,4.151,4.151,cubic
CoErO3,0.61,0.89,-1.387,0.0,4.209,4.209,4.209,cubic
TiBO3,0.67,0.27,-1.779,0.0,3.308,3.308,3.308,cubic
RhScO3,0.67,0.75,-1.273,0.0,4.018,4.018,4.018,cubic
RuTiO3,0.68,0.61,-1.519,0.0,3.851,3.851,3.851,cubic
UNdO3,1.03,0.98,-2.423,0.0,4.463,4.463,4.463,cubic
CoRhO3,0.61,0.67,-0.345,0.0,3.863,3.863,3.863,cubic
TaPrO3,0.74,0.85,-0.801,0.0,4.466,4.466,4.466,cubic
PrBiO3,1.18,1.03,-1.746,0.0,4.364,4.364,4.364,cubic
FeSnO3,0.92,0.69,-1.056,0.0,3.992,3.992,3.992,cubic
LuSnO3,1.03,0.69,-1.88,0.0,4.087,4.087,4.087,cubic
CeNpO3,1.24,0.86,-2.828,0.0,4.443,4.443,4.443,cubic
GeTcO3,0.63,0.6,-1.121,0.0,3.901,3.901,3.901,cubic
LuRuO3,1.03,0.68,-1.779,0.0,3.895,3.895,3.895,cubic
CePbO3,1.34,0.78,-1.654,0.0,4.179,4.179,4.179,cubic
BeMgO3,0.45,0.72,-0.557,0.0,3.751,3.751,3.751,cubic
RhMnO3,0.67,0.65,-0.637,0.0,3.763,3.763,3.763,cubic
RePrO3,0.57,0.92,-0.332,0.0,4.457,4.457,4.457,cubic
BaHfO3,1.61,0.71,-3.625,3.687,4.174,4.174,4.174,cubic
BeNiO3,0.45,0.48,-0.235,0.0,3.594,3.594,3.594,cubic
SbCoO3,0.76,0.61,-0.969,0.194,3.734,3.734,3.734,cubic
CsRbO3,1.88,1.52,0.101,0.0,4.687,4.687,4.687,cubic
PtMnO3,0.67,0.62,-0.436,0.0,3.787,3.787,3.787,cubic
TeZnO3,0.77,0.74,-0.543,0.0,3.865,3.865,3.865,cubic
SiGaO3,0.4,0.62,-0.846,0.0,3.796,3.796,3.796,cubic
HgSrO3,1.14,1.18,-0.314,0.0,4.46,4.46,4.46,cubic
SiTiO3,0.4,0.71,-1.964,1.725,3.849,3.849,3.849,cubic
TiNiO3,0.86,0.48,-1.212,0.0,3.608,3.608,3.608,cubic
AsTcO3,0.52,0.6,-0.761,0.0,3.902,3.902,3.902,cubic
AsErO3,0.58,0.89,-1.376,0.0,4.241,4.241,4.241,cubic
CuScO3,0.68,0.75,-1.431,0.0,4.054,4.054,4.054,cubic
TbPuO3,1.1,0.83,-2.518,0.0,4.359,4.359,4.359,cubic
HoAuO3,1.12,0.93,-1.264,0.0,4.088,4.088,4.088,cubic
ZnPtO3,0.9,0.67,-0.273,0.0,3.926,3.926,3.926,cubic
NdSrO3,1.27,1.18,-1.908,0.0,4.395,4.395,4.395,cubic
HoIrO3,1.12,0.63,-1.62,0.0,3.944,3.944,3.944,cubic
GaCrO3,0.62,0.49,-1.394,0.0,3.763,3.763,3.763,cubic
RhThO3,0.61,0.94,-1.555,0.0,4.514,4.514,4.514,cubic
LuYbO3,1.03,0.87,-2.241,0.0,4.077,4.077,4.077,cubic
CeLaO3,1.34,1.03,-2.726,0.482,4.544,4.544,4.544,cubic
GdPtO3,1.11,0.67,-1.608,0.0,4.015,4.015,4.015,cubic
ZnIrO3,0.9,0.63,-0.536,0.0,3.879,3.879,3.879,cubic
PtCuO3,0.67,0.68,0.3,0.0,3.728,3.728,3.728,cubic
TlBO3,1.7,0.27,-0.679,0.0,3.506,3.506,3.506,cubic
MoGeO3,0.73,0.63,-0.788,0.0,3.776,3.776,3.776,cubic
KCuO3,1.64,0.68,-0.509,0.0,3.84,3.84,3.84,cubic
KScO3,1.64,0.75,-2.18,0.0,4.163,4.163,4.163,cubic
HfTmO3,0.83,1.03,-2.136,0.0,4.159,4.159,4.159,cubic
SmInO3,1.24,0.8,-2.231,1.604,4.054,4.054,4.054,cubic
AsAlO3,0.58,0.54,-1.712,0.0,3.653,3.653,3.653,cubic
NiRuO3,0.69,0.62,-0.398,0.0,3.739,3.739,3.739,cubic
VHoO3,0.72,0.9,-1.788,0.0,4.241,4.241,4.241,cubic
VUO3,0.79,0.89,-2.295,0.0,4.308,4.308,4.308,cubic
IrSnO3,0.63,0.69,-0.206,0.0,4.013,4.013,4.013,cubic
NiNbO3,0.69,0.68,-1.488,0.0,3.963,3.963,3.963,cubic
HfInO3,0.83,0.8,-1.224,0.0,4.06,4.06,4.06,cubic
TaPtO3,0.74,0.67,0.037,0.0,3.978,3.978,3.978,cubic
TiCsO3,0.74,1.67,0.423,0.0,4.458,4.458,4.458,cubic
YInO3,1.08,0.8,-2.108,1.415,4.021,4.021,4.021,cubic
CsEuO3,1.88,1.06,-1.424,0.0,4.593,4.593,4.593,cubic
YNpO3,1.08,0.86,-2.599,0.0,4.412,4.412,4.412,cubic
YPuO3,1.08,0.83,-2.648,0.0,4.366,4.366,4.366,cubic
ReBiO3,0.57,0.9,0.277,0.0,4.264,4.264,4.264,cubic
CuGeO3,0.73,0.53,-0.911,0.0,3.698,3.698,3.698,cubic
UYO3,1.03,0.9,-2.791,0.0,4.287,4.287,4.287,cubic
TmUO3,1.09,0.89,-2.505,0.0,4.384,4.384,4.384,cubic
RuInO3,0.62,0.8,-0.142,0.0,4.098,4.098,4.098,cubic
IrOsO3,0.63,0.57,0.184,0.0,3.876,3.876,3.876,cubic
TiTeO3,0.86,0.97,-0.837,0.0,4.159,4.159,4.159,cubic
RuSbO3,0.68,0.68,-0.406,0.0,4.013,4.013,4.013,cubic
CoTiO3,0.9,0.61,-1.963,0.677,3.821,3.821,3.821,cubic
GeBeO3,0.63,0.45,-1.021,0.0,3.457,3.457,3.457,cubic
GdNaO3,1.11,1.02,-1.489,0.0,3.933,3.933,3.933,cubic
PdHfO3,0.86,0.71,-1.905,0.0,4.067,4.067,4.067,cubic
DyYbO3,1.08,0.95,-2.384,0.0,4.093,4.093,4.093,cubic
NbFeO3,0.72,0.65,-1.065,0.0,3.793,3.793,3.793,cubic
SmDyO3,1.24,0.99,-3.027,1.796,4.275,4.275,4.275,cubic
PdLuO3,0.76,0.86,-1.321,0.0,4.206,4.206,4.206,cubic
OsAuO3,0.57,0.93,1.028,0.0,4.051,4.051,4.051,cubic
LaAcO3,1.36,1.12,-2.568,0.273,4.687,4.687,4.687,cubic
TeWO3,0.97,0.66,-1.135,0.0,4.005,4.005,4.005,cubic
TaBO3,0.68,0.27,-1.101,0.0,3.386,3.386,3.386,cubic
LuWO3,1.03,0.66,-2.068,0.0,3.951,3.951,3.951,cubic
MgScO3,0.89,0.75,-2.279,0.0,4.005,4.005,4.005,cubic
LiLuO3,0.92,0.86,-2.0,0.0,4.244,4.244,4.244,cubic
YBO3,1.08,0.27,-2.487,2.953,3.463,3.463,3.463,cubic
PdTbO3,0.86,0.76,-1.006,0.0,4.349,4.349,4.349,cubic
WRuO3,0.66,0.68,0.059,0.0,3.886,3.886,3.886,cubic
MnYO3,0.96,0.9,-1.828,0.0,4.277,4.277,4.277,cubic
RuUO3,0.68,0.89,-1.637,0.0,4.302,4.302,4.302,cubic
GaMgO3,0.62,0.72,-0.946,0.0,3.795,3.795,3.795,cubic
NdPtO3,1.27,0.67,-1.708,0.0,4.042,4.042,4.042,cubic
PmAcO3,1.14,1.12,-2.333,0.0,4.669,4.669,4.669,cubic
YSmO3,1.08,0.96,-2.647,1.24,4.386,4.386,4.386,cubic
AgSmO3,1.28,0.96,-1.22,0.0,4.439,4.439,4.439,cubic
PtPaO3,0.67,0.91,-1.507,0.0,4.344,4.344,4.344,cubic
PtPuO3,0.67,0.83,-1.197,0.0,4.283,4.283,4.283,cubic
AuTbO3,0.93,0.84,-0.913,0.0,4.356,4.356,4.356,cubic
TaMnO3,0.74,0.53,-1.071,0.0,3.792,3.792,3.792,cubic
MnOsO3,0.96,0.57,-1.029,0.0,3.894,3.894,3.894,cubic
InBeO3,0.92,0.45,-1.373,0.0,3.519,3.519,3.519,cubic
TbReO3,1.1,0.58,-1.8,0.0,3.946,3.946,3.946,cubic
AcBeO3,1.12,0.45,-2.715,0.0,3.761,3.761,3.761,cubic
GeYO3,0.63,0.9,-1.587,0.0,4.296,4.296,4.296,cubic
PaLaO3,0.95,1.03,-1.857,0.0,4.519,4.519,4.519,cubic
PdTeO3,0.86,0.97,-0.408,0.0,4.025,4.025,4.025,cubic
CuSiO3,0.68,0.4,-1.607,0.0,3.5,3.5,3.5,cubic
GeAlO3,0.63,0.54,-1.786,0.0,3.695,3.695,3.695,cubic
LuZnO3,1.03,0.74,-2.055,0.0,3.775,3.775,3.775,cubic
NbNiO3,0.72,0.6,-0.956,0.0,3.661,3.661,3.661,cubic
InBiO3,0.92,0.76,-0.946,0.0,4.272,4.272,4.272,cubic
CdMgO3,1.31,0.72,-1.074,0.0,3.866,3.866,3.866,cubic
SbCdO3,0.68,0.95,-0.404,0.0,4.12,4.12,4.12,cubic
BeTeO3,0.45,0.97,-0.373,0.0,4.048,4.048,4.048,cubic
BTaO3,0.27,0.64,-1.443,2.039,3.945,3.945,3.945,cubic
GeHgO3,0.63,1.11,0.066,0.0,4.129,4.129,4.129,cubic
ThCdO3,1.21,0.95,-1.89,0.0,4.163,4.163,4.163,cubic
RuTcO3,0.62,0.6,-0.545,0.0,3.876,3.876,3.876,cubic
RbSrO3,1.72,1.18,-1.038,0.0,4.646,4.646,4.646,cubic
WBiO3,0.66,1.03,0.287,0.0,4.239,4.239,4.239,cubic
GeCoO3,0.73,0.53,-0.73,0.0,3.713,3.713,3.713,cubic
RhReO3,0.67,0.63,-0.703,0.0,3.872,3.872,3.872,cubic
AuLaO3,0.93,1.03,-0.98,0.0,4.405,4.405,4.405,cubic
GaBO3,0.62,0.27,-0.962,0.0,3.334,3.334,3.334,cubic
SbNiO3,0.76,0.6,-0.87,0.0,3.754,3.754,3.754,cubic
AsTlO3,0.58,0.89,0.134,0.0,4.195,4.195,4.195,cubic
DyBiO3,1.08,0.9,-1.518,0.0,4.36,4.36,4.36,cubic
LuGeO3,1.03,0.63,-2.095,0.0,3.84,3.84,3.84,cubic
SrLiO3,1.44,0.76,-1.408,0.0,3.802,3.802,3.802,cubic
GaReO3,0.62,0.58,-1.394,0.0,3.909,3.909,3.909,cubic
LuPtO3,1.03,0.67,-1.418,0.0,3.995,3.995,3.995,cubic
YPrO3,1.08,0.99,-2.419,0.619,4.493,4.493,4.493,cubic
PtErO3,0.67,0.89,-0.947,0.0,4.269,4.269,4.269,cubic
KPaO3,1.64,0.91,-2.947,4.236,4.395,4.395,4.395,cubic
HoPtO3,1.12,0.67,-1.529,0.0,4.006,4.006,4.006,cubic
ZnFeO3,0.9,0.59,-0.97,0.0,3.718,3.718,3.718,cubic
PdAsO3,0.76,0.58,-0.448,0.0,3.767,3.767,3.767,cubic
TaNdO3,0.74,0.98,-0.881,0.0,4.429,4.429,4.429,cubic
ErNpO3,1.06,0.86,-2.521,0.0,4.4,4.4,4.4,cubic
NpSnO3,0.98,0.69,-2.175,0.0,4.158,4.158,4.158,cubic
PdTiO3,0.86,0.61,-1.65,0.0,3.856,3.856,3.856,cubic
AgGdO3,1.28,0.94,-1.281,0.0,4.373,4.373,4.373,cubic
BMgO3,0.27,0.72,0.338,0.0,3.809,3.809,3.809,cubic
ZnAgO3,0.9,0.95,0.098,0.0,3.97,3.97,3.97,cubic
HoSbO3,1.12,0.76,-1.706,0.0,4.201,4.201,4.201,cubic
HgSmO3,1.14,0.96,-1.32,0.0,4.416,4.416,4.416,cubic
TiGaO3,0.67,0.62,-1.653,0.0,3.735,3.735,3.735,cubic
LiAgO3,0.92,0.95,-0.124,0.0,4.012,4.012,4.012,cubic
PmGdO3,1.14,0.94,-2.945,1.645,4.33,4.33,4.33,cubic
TiThO3,0.86,0.94,-2.171,0.0,4.532,4.532,4.532,cubic
PaRuO3,0.95,0.62,-1.338,0.0,3.94,3.94,3.94,cubic
AlZrO3,0.54,0.72,-2.183,0.0,4.115,4.115,4.115,cubic
CoPuO3,0.9,0.83,-1.54,0.0,4.289,4.289,4.289,cubic
AlHfO3,0.54,0.71,-2.376,0.0,4.056,4.056,4.056,cubic
LiInO3,0.92,0.8,-0.881,0.0,4.124,4.124,4.124,cubic
OsCrO3,0.57,0.58,-0.401,0.0,3.809,3.809,3.809,cubic
BiTbO3,1.38,0.76,-1.83,0.0,4.341,4.341,4.341,cubic
TbNdO3,1.1,0.98,-2.388,0.664,4.452,4.452,4.452,cubic
PdCuO3,0.76,0.54,0.102,0.0,3.704,3.704,3.704,cubic
NpYbO3,0.98,0.95,-2.613,0.0,4.136,4.136,4.136,cubic
PuSiO3,0.96,0.4,-2.637,0.0,3.752,3.752,3.752,cubic
HoHgO3,1.12,1.11,-1.147,0.0,4.181,4.181,4.181,cubic
ScBO3,0.87,0.27,-2.326,2.021,3.347,3.347,3.347,cubic
ReVO3,0.57,0.64,-0.713,0.0,3.831,3.831,3.831,cubic
MoNpO3,0.73,0.86,-1.366,0.0,4.346,4.346,4.346,cubic
SiNbO3,0.4,0.68,-1.654,0.0,4.005,4.005,4.005,cubic
AsBiO3,0.52,0.9,-0.33,0.0,4.231,4.231,4.231,cubic
TcGaO3,0.6,0.62,-0.745,0.0,3.79,3.79,3.79,cubic
KHgO3,1.64,1.11,-0.302,0.0,4.241,4.241,4.241,cubic
VInO3,0.72,0.8,-0.931,0.0,4.079,4.079,4.079,cubic
U2O3,1.03,1.03,-2.634,0.0,4.416,4.416,4.416,cubic
InTbO3,0.92,0.84,-1.645,0.0,4.327,4.327,4.327,cubic
ThTbO3,1.21,0.92,-2.751,0.0,4.307,4.307,4.307,cubic
RuTbO3,0.68,0.76,-0.809,0.0,4.295,4.295,4.295,cubic
SnOsO3,0.81,0.57,-0.976,0.0,3.967,3.967,3.967,cubic
MgPdO3,0.89,0.62,-0.798,0.0,3.896,3.896,3.896,cubic
GdUO3,1.11,1.03,-2.621,0.0,4.389,4.389,4.389,cubic
IrTiO3,0.68,0.67,-1.152,0.0,3.85,3.85,3.85,cubic
CaEuO3,1.34,1.06,-1.97,0.0,4.215,4.215,4.215,cubic
RbNiO3,1.72,0.59,-0.548,0.0,3.996,3.996,3.996,cubic
PtNpO3,0.67,0.86,-1.201,0.0,4.55,4.55,4.55,cubic
PtBO3,0.67,0.27,-0.159,0.0,3.42,3.42,3.42,cubic
ZrScO3,0.89,0.75,-2.585,0.0,3.955,3.955,3.955,cubic
